log,n_traces,n_unique_traces,ratio_unique_traces_per_trace,n_events,trace_len_min,trace_len_max,trace_len_mean,trace_len_median,trace_len_mode,trace_len_std,trace_len_variance,trace_len_q1,trace_len_q3,trace_len_iqr,trace_len_geometric_mean,trace_len_geometric_std,trace_len_harmonic_mean,trace_len_skewness,trace_len_kurtosis,trace_len_coefficient_variation,trace_len_entropy,trace_len_hist1,trace_len_hist2,trace_len_hist3,trace_len_hist4,trace_len_hist5,trace_len_hist6,trace_len_hist7,trace_len_hist8,trace_len_hist9,trace_len_hist10,trace_len_skewness_hist,trace_len_kurtosis_hist,ratio_most_common_variant,ratio_top_1_variants,ratio_top_5_variants,ratio_top_10_variants,ratio_top_20_variants,ratio_top_50_variants,ratio_top_75_variants,mean_variant_occurrence,std_variant_occurrence,skewness_variant_occurrence,kurtosis_variant_occurrence,n_unique_activities,activities_min,activities_max,activities_mean,activities_median,activities_std,activities_variance,activities_q1,activities_q3,activities_iqr,activities_skewness,activities_kurtosis,n_unique_start_activities,start_activities_min,start_activities_max,start_activities_mean,start_activities_median,start_activities_std,start_activities_variance,start_activities_q1,start_activities_q3,start_activities_iqr,start_activities_skewness,start_activities_kurtosis,n_unique_end_activities,end_activities_min,end_activities_max,end_activities_mean,end_activities_median,end_activities_std,end_activities_variance,end_activities_q1,end_activities_q3,end_activities_iqr,end_activities_skewness,end_activities_kurtosis,entropy_trace,entropy_prefix,entropy_global_block,entropy_lempel_ziv,entropy_k_block_diff_1,entropy_k_block_diff_3,entropy_k_block_diff_5,entropy_k_block_ratio_1,entropy_k_block_ratio_3,entropy_k_block_ratio_5,entropy_knn_3,entropy_knn_5,entropy_knn_7
scenario4_1000_early_0.1,1000,419,0.419,12283,3,27,12.283,7,4,9.70066549263503,94.102911,4,23,19,8.5550356796036,2.38875526178875,6.16445977689049,0.470955631365656,-1.62803162459687,0.789763534367421,6.59538028521883,0.163333333333333,0.07625,0.01625,0,0,0,0,0.052083333333333,0.009166666666667,0.099583333333333,1.13920152055439,0.106088589917253,0.185,0.445,0.601,0.622,0.664,0.79,0.895,2.38663484486873,12.8875590001063,12.5090082215147,165.661543693467,83,10,1000,147.987951807229,183,151.858962307644,23061.1444331543,54.5,194.5,140,4.14218028709817,20.9741761969874,16,1,948,62.5,1,228.664328219335,52287.375,1,6.75,5.75,3.61320609851051,11.0595776216152,9,1,975,111.111111111111,3,305.440099399191,93293.6543209877,1,6,5,2.47458493666753,4.124181488927,6.165,11.105,15.322,2.933,5.888,5.888,5.888,5.888,5.888,5.888,4.995,4.466,4.133
scenario4_1000_early_0.15,1000,450,0.45,12635,3,27,12.635,7,4,9.89705890656411,97.951775,4,25,21,8.71120058269394,2.43786531906707,6.17118414197573,0.389091605197795,-1.7068796883382,0.783305018327195,6.59395695204301,0.17375,0.056666666666667,0.01625,0,0,0,0,0.054583333333333,0.008333333333333,0.107083333333333,1.31334359828595,0.542474614951434,0.2,0.422,0.572,0.595,0.64,0.775,0.887,2.22222222222222,12.2078096841305,14.0037964678571,206.300317496771,83,12,1000,152.228915662651,187,153.995331278097,23714.5620554507,51,206,155,3.89084921165813,19.2501789083358,19,1,913,52.6315789473684,2,202.883739206347,41161.811634349,1,8,7,4.00083355592633,14.0245830005543,11,1,956,90.9090909090909,4,273.594409347937,74853.9008264463,1,7.5,6.5,2.84496083827645,6.09631123260567,6.42,11.352,15.43,3.004,5.878,5.878,5.878,5.878,5.878,5.878,5.053,4.525,4.195
scenario4_1000_early_0.2,1000,440,0.44,12297,3,27,12.297,7,4,9.72176892340072,94.512791,4,23,19,8.53483029829364,2.4016555287757,6.12702843706653,0.459041618112005,-1.6379124912371,0.79058054187206,6.59367422904913,0.167083333333333,0.07,0.017083333333333,0,0,0,0,0.05375,0.00875,0.1,1.20620513235392,0.314369227025556,0.161,0.391,0.578,0.604,0.648,0.78,0.89,2.27272727272727,11.0623514604586,12.634447229131,170.45935769523,83,10,1000,148.156626506024,183,152.075162292236,23126.8549862099,55,199,144,4.11992759848709,20.8215976376412,23,1,873,43.4782608695652,2,177.042826939948,31344.1625708885,1,7.5,6.5,4.46180511014355,17.9565418240832,11,1,931,90.9090909090909,4,265.787493564948,70642.9917355372,1.5,11.5,10,2.84110623307013,6.08307017665359,6.531,11.324,15.367,3.015,5.886,5.886,5.886,5.886,5.886,5.886,5.03,4.506,4.183
scenario4_1000_insert_0.05,1000,463,0.463,13081,3,29,13.081,7,4,9.8767625768771,97.550439,4,25,21,9.14488235710517,2.41948826131601,6.46134930159856,0.305981379162457,-1.75810491637274,0.755046447280567,6.6105933977892,0.148846153846154,0.056538461538462,0.013461538461539,0.000769230769231,0,0,0.030769230769231,0.033076923076923,0.086923076923077,0.014230769230769,1.3610118336303,0.821623030277364,0.206,0.45,0.56,0.583,0.629,0.768,0.884,2.15982721382289,12.6704510571543,13.992247507699,205.477357051603,163,1,1000,80.2515337423313,25,134.617537921523,18121.8815160525,1,189,188,4.04668355388456,24.0361127285055,7,1,994,142.857142857143,1,347.477616369099,120740.693877551,1,1,0,2.04124145231932,2.16666666666667,12,1,989,83.3333333333333,1,273.068774405928,74566.5555555555,1,1,0,3.01511344577764,7.0909090909091,6.301,11.289,15.492,3.023,5.959,5.959,5.959,5.959,5.959,5.959,5.062,4.538,4.203
scenario4_1000_insert_0.1,1000,485,0.485,13139,3,30,13.139,7,26,9.92772274995631,98.559679,4,25,21,9.20267976161128,2.41297190091223,6.50838172641705,0.323210629338451,-1.74344828125609,0.755591959049875,6.6113104357849,0.134814814814815,0.061851851851852,0.017407407407407,0,0,0,0.023333333333333,0.034444444444445,0.094074074074074,0.004444444444444,1.11661703004852,-0.030353510433778,0.175,0.421,0.539,0.563,0.612,0.757,0.878,2.06185567010309,11.4531897443191,13.8151767841237,200.123108042193,250,1,1000,52.556,1,114.866526299005,13194.318864,1,54,53,4.85907280113823,34.6394855224302,17,1,984,58.8235294117647,1,231.294117647059,53496.9688581315,1,1,0,3.75,12.0625,30,1,971,33.3333333333333,1,174.120328764016,30317.8888888889,1,1,0,5.19946946895745,25.0344827586207,6.522,11.344,15.514,3.072,6.019,6.019,6.019,6.019,6.019,6.019,5.085,4.575,4.247
scenario4_1000_insert_0.15,1000,502,0.502,12864,3,29,12.864,7,4,9.91682933199922,98.343504,4,25,21,8.97853621678007,2.40598850304794,6.39686023907978,0.387406756632312,-1.69304632142919,0.77089780254969,6.60381412582592,0.151538461538462,0.058076923076923,0.016153846153846,0.002692307692308,0,0,0.026923076923077,0.026153846153846,0.078461538461539,0.024615384615385,1.50082455098646,1.32074462406595,0.18,0.445,0.523,0.548,0.598,0.749,0.874,1.99203187250996,11.302078937159,14.4654848274456,217.198611896811,326,1,1000,39.4601226993865,1,101.615040756575,10325.6165079604,1,14.75,13.75,5.68930352062598,46.8772265032534,32,1,969,31.25,1,168.424871975608,28366.9375,1,1,0,5.38815906080325,27.0322580645161,44,1,957,22.7272727272727,1,142.475255209834,20299.1983471074,1,1,0,6.40493995396939,39.0232558139535,6.617,11.353,15.501,3.117,6.059,6.059,6.059,6.059,6.059,6.059,5.084,4.572,4.253
scenario4_1000_insert_0.2,1000,536,0.536,13346,3,29,13.346,7,4,9.95933150367031,99.188284,4,26,22,9.45555763377136,2.37599491212621,6.75734176308619,0.322416825794693,-1.74192893271726,0.74624093388808,6.61912038873237,0.139230769230769,0.064615384615385,0.016923076923077,0.001153846153846,0,0,0.023461538461539,0.030384615384615,0.08,0.028846153846154,1.24555743043111,0.586930789652946,0.175,0.413,0.49,0.517,0.571,0.732,0.866,1.86567164179104,9.88707964729133,14.8237304801534,234.554940247435,377,1,1000,35.4005305039788,1,97.1917424516073,9446.23480077957,1,1,0,5.83026280696332,49.712219818801,43,1,958,23.2558139534884,1,144.234159264566,20803.4926987561,1,1,0,6.32643734844576,38.0238095238095,34,1,967,29.4117647058823,1,163.213162251639,26638.5363321799,1,1,0,5.57048499058233,29.030303030303,6.921,11.509,15.575,3.161,6.101,6.101,6.101,6.101,6.101,6.101,5.131,4.603,4.295
scenario4_1000_late_0.05,1000,430,0.43,12583,3,27,12.583,7,3,9.75813050742815,95.221111,4,23,19,8.7300652088669,2.4244472247496,6.1913620469598,0.384378818672809,-1.69712525948459,0.775501113202587,6.59971780164495,0.164583333333333,0.065,0.016666666666667,0,0,0,0,0.05625,0.01375,0.100416666666667,1.20186475770669,0.312963743867382,0.2,0.465,0.591,0.613,0.656,0.785,0.892,2.32558139534884,13.388160215814,13.1122843769015,180.180258288802,83,13,1000,151.602409638554,180,152.538278013271,23267.9262592539,56,191,135,4.03654304844519,20.1661555649289,3,4,992,333.333333333333,4,465.747666541539,216920.888888889,4,498,494,0.707106781186548,-1.5,3,1,995,333.333333333333,4,467.870589895207,218902.888888889,2.5,499.5,497,0.707084977193144,-1.5,6.111,11.109,15.38,2.94,5.9,5.9,5.9,5.9,5.9,5.9,4.994,4.467,4.138
scenario4_1000_late_0.1,1000,450,0.45,12908,3,27,12.908,7,26,9.84538145528146,96.931536,4,25,21,8.99176581350785,2.42598065947983,6.34623416243647,0.336863112566205,-1.73631931961068,0.762734850889484,6.60644177626564,0.158333333333333,0.063333333333333,0.020833333333333,0,0,0,0,0.055833333333333,0.012083333333333,0.10625,1.12025875200908,0.027612866619191,0.184,0.434,0.572,0.595,0.64,0.775,0.887,2.22222222222222,12.4058926659675,13.3812735406582,187.424563867218,83,17,1000,155.518072289157,199,152.773267819142,23339.6713601394,56,199,143,3.94348410382828,19.6096735631358,10,1,983,100,2,294.334503583933,86632.8,1.25,2,0.75,2.66662693629757,5.11098737859515,5,1,989,200,3,394.504245858014,155633.6,1,6,5,1.49991935913389,0.249892223400432,6.316,11.247,15.451,2.988,5.912,5.912,5.912,5.912,5.912,5.912,5.043,4.516,4.188
scenario4_1000_late_0.15,1000,472,0.472,13177,3,27,13.177,7,26,9.99778330431301,99.955671,4,25,21,9.09858412777761,2.46799520388099,6.3273479553438,0.273136591416557,-1.78904334642843,0.75872985537778,6.60473237586134,0.161666666666667,0.0575,0.015833333333333,0,0,0,0,0.057083333333333,0.0075,0.117083333333333,1.14311649966829,-0.055993050239525,0.195,0.425,0.551,0.575,0.622,0.764,0.882,2.11864406779661,11.9093820667697,14.1718393519876,210.242182223405,83,15,1000,158.759036144578,181,155.772972767596,24265.2190448541,54,225,171,3.65691470426027,17.632457388419,8,1,979,125,2.5,322.789792279744,104193.25,1,6.25,5.25,2.26755853006112,3.14228097072972,4,1,987,250,6,425.512632009909,181061,4,252,248,1.15461119779123,-0.666735262568604,6.485,11.416,15.532,3.025,5.889,5.889,5.889,5.889,5.889,5.889,5.075,4.545,4.217
scenario4_1000_late_0.2,1000,480,0.48,13325,3,27,13.325,7,26,10.0139590073058,100.279375,4,26,22,9.24504326763698,2.45869431557031,6.43150483997353,0.257902753023822,-1.79417235113711,0.75151662343758,6.60948552175665,0.155833333333333,0.060833333333333,0.016666666666667,0,0,0,0,0.052916666666667,0.009166666666667,0.12125,1.0926025785817,-0.243279709052286,0.184,0.399,0.544,0.568,0.616,0.76,0.88,2.08333333333333,11.0621978929244,14.1230395578815,211.188752542493,83,16,1000,160.542168674699,186,156.431616470078,24470.8506314414,54,233,179,3.58595847199412,17.1250387424724,10,1,968,100,2,289.346159469933,83721.2,2,7.25,5.25,2.66622424938613,5.10973100513911,5,1,982,200,6,391.005370807103,152885.2,4,7,3,1.4998969022207,0.249862805606975,6.638,11.477,15.552,3.043,5.891,5.891,5.891,5.891,5.891,5.891,5.091,4.559,4.232
scenario4_1000_rework_0.05,1000,438,0.438,12720,3,28,12.72,7,4,9.84741590469297,96.9716,4,24,20,8.8339513236341,2.42143566669657,6.2703263487665,0.377925081047087,-1.70970102339697,0.774167917035611,6.6005236097552,0.1568,0.064,0.0152,0,0,0,0.018,0.0344,0.0196,0.092,1.35533917935844,0.734890431484097,0.19,0.456,0.583,0.605,0.649,0.781,0.89,2.28310502283105,13.1675967803812,13.20991322508,182.159449187094,83,14,1007,153.253012048193,200,154.267397595237,23798.4299608071,46,204,158,3.90331572734147,19.3525031429894,1,1000,1000,1000,1000,0,0,1000,1000,0,0,-3,1,1000,1000,1000,1000,0,0,1000,1000,0,0,-3,6.161,11.154,15.397,2.937,5.885,5.885,5.885,5.885,5.885,5.885,4.975,4.457,4.139
scenario4_1000_rework_0.1,1000,449,0.449,12986,3,29,12.986,7,4,9.85554686458342,97.131804,4,25,21,9.12793216260738,2.39284993431004,6.50877206897926,0.357933954934014,-1.71035907836326,0.75893630560476,6.61125184914944,0.142692307692308,0.066153846153846,0.015384615384615,0.000384615384615,0,0,0.030769230769231,0.027692307692308,0.080769230769231,0.020769230769231,1.27175057332113,0.621972305019633,0.186,0.429,0.573,0.595,0.64,0.775,0.887,2.2271714922049,12.0362137780492,13.2788754063067,186.227791093998,83,11,1022,156.457831325301,207,155.647911383958,24226.2723181884,54,209,155,3.85764518010617,19.0339103834659,1,1000,1000,1000,1000,0,0,1000,1000,0,0,-3,1,1000,1000,1000,1000,0,0,1000,1000,0,0,-3,6.386,11.228,15.426,2.927,5.892,5.892,5.892,5.892,5.892,5.892,4.983,4.469,4.149
scenario4_1000_rework_0.15,1000,436,0.436,12550,3,29,12.55,7,4,9.77371474926499,95.5255,4,23,19,8.81762291133227,2.36728124180457,6.38082425252243,0.45878177258716,-1.6207397037238,0.778782051734262,6.60312321710226,0.150384615384615,0.068846153846154,0.014230769230769,0.000384615384615,0,0,0.027692307692308,0.031153846153846,0.067307692307692,0.024615384615385,1.45532142971699,1.28699800961749,0.189,0.426,0.585,0.607,0.651,0.782,0.891,2.29357798165138,12.0223818430334,13.1661976496839,184.822306534749,83,17,1032,151.204819277108,192,155.629677771563,24220.5966032806,47.5,198.5,151,4.02058222562596,20.1277606570866,1,1000,1000,1000,1000,0,0,1000,1000,0,0,-3,1,1000,1000,1000,1000,0,0,1000,1000,0,0,-3,6.381,11.113,15.364,2.916,5.875,5.875,5.875,5.875,5.875,5.875,4.922,4.426,4.106
scenario4_1000_rework_0.2,1000,428,0.428,12317,3,30,12.317,7,4,9.7194912932725,94.468511,4,23,19,8.62380632298824,2.36769280328702,6.25972257274424,0.495809841802708,-1.58355122266032,0.789111901702728,6.59766387579579,0.152962962962963,0.055925925925926,0.02037037037037,0,0,0,0.027407407407408,0.027777777777778,0.079259259259259,0.006666666666667,1.50229022182753,1.29010933584953,0.196,0.417,0.589,0.614,0.657,0.786,0.893,2.33644859813084,12.2961462888081,13.4710983537942,192.353259386259,83,16,1055,148.397590361446,186,157.11172755066,24684.0949339527,46.5,197.5,151,4.12517105094958,20.8565026994617,1,1000,1000,1000,1000,0,0,1000,1000,0,0,-3,1,1000,1000,1000,1000,0,0,1000,1000,0,0,-3,6.369,11.079,15.317,2.892,5.859,5.859,5.859,5.859,5.859,5.859,4.912,4.402,4.095
scenario4_1000_skip_0.05,1000,442,0.442,12946,1,27,12.946,7,26,9.91358078597234,98.279084,4,25,21,8.98347581626422,2.44219622497014,6.2867242339135,0.341960562975929,-1.73667755156748,0.765764003242109,6.60417939973528,0.072692307692308,0.1,0.036153846153846,0.015384615384615,0,0,0.000384615384615,0.028076923076923,0.027307692307692,0.104615384615385,0.685195866262595,-1.02245800169031,0.176,0.435,0.58,0.602,0.646,0.779,0.889,2.26244343891403,12.0899304199411,12.673255142923,170.729235587836,83,11,1000,155.975903614458,189,153.974334890287,23708.0958049064,50.5,223.5,173,3.74247492560504,18.1800781056333,7,1,986,142.857142857143,2,344.215641950312,118484.408163265,1,4.5,3.5,2.04114167972888,2.16644886547428,1,1000,1000,1000,1000,0,0,1000,1000,0,0,-3,6.312,11.218,15.413,2.896,5.892,5.892,5.892,5.892,5.892,5.892,4.991,4.467,4.135
scenario4_1000_skip_0.1,1000,406,0.406,11821,1,27,11.821,6,4,9.68632845819302,93.824959,4,23,19,8.05399168503903,2.44797698634162,5.69384537537811,0.537462948308283,-1.56218780270952,0.819417008560445,6.57587102267741,0.084230769230769,0.112307692307692,0.032307692307692,0.014230769230769,0,0,0.001153846153846,0.020384615384615,0.031538461538462,0.088461538461539,0.723498044716395,-1.01162701691875,0.192,0.453,0.614,0.634,0.675,0.797,0.898,2.46305418719212,13.5127148491013,12.5798892090054,166.25357537289,83,12,1000,142.421686746988,179,149.763920284031,22429.2318188416,48,186.5,138.5,4.19210806999683,21.3326023706722,10,1,971,100,2.5,290.346000489072,84300.8,1,5,4,2.66623154080286,5.1097524114724,1,1000,1000,1000,1000,0,0,1000,1000,0,0,-3,6.073,10.95,15.228,2.881,5.871,5.871,5.871,5.871,5.871,5.871,4.887,4.367,4.054
scenario4_1000_skip_0.15,1000,432,0.432,12087,1,27,12.087,6,3,9.77759842701673,95.601431,4,23,19,8.14671025993227,2.51037298037355,5.6083073292663,0.450682306234572,-1.64389628149691,0.808935089519047,6.5764801496819,0.090769230769231,0.105,0.026538461538462,0.011538461538462,0,0,0.003846153846154,0.024230769230769,0.037307692307692,0.085384615384616,0.648767432132988,-1.19985484835176,0.176,0.426,0.588,0.611,0.654,0.784,0.892,2.31481481481481,12.1791398377689,12.9549909922514,176.478827743646,83,11,1000,145.626506024096,185,149.305679073017,22292.1858034548,48,189,141,4.06156507242456,20.478252750695,13,1,956,76.9230769230769,2,253.804122394375,64416.5325443787,1,5,4,3.17381960580445,8.07709553211825,1,1000,1000,1000,1000,0,0,1000,1000,0,0,-3,6.345,11.141,15.322,2.933,5.88,5.88,5.88,5.88,5.88,5.88,4.957,4.434,4.117
scenario4_1000_skip_0.2,1000,454,0.454,12478,1,27,12.478,7,3,9.87418432074265,97.499516,4,23.25,19.25,8.38152197573739,2.5530857395181,5.65249059749502,0.360183156082105,-1.71727714184036,0.791327482027781,6.58295082354633,0.09,0.095384615384615,0.027307692307692,0.013076923076923,0,0,0.004615384615385,0.025,0.037692307692308,0.091538461538462,0.583534012223748,-1.33075405503264,0.166,0.395,0.568,0.591,0.636,0.773,0.886,2.20264317180617,11.1400136852661,13.1281258081224,182.650265037227,83,13,1000,150.33734939759,182,149.852560237861,22455.7898098418,52,204.5,152.5,3.86872862888047,19.1469978315557,14,1,946,71.4285714285714,2,242.623080484264,58865.9591836735,1,6.25,5.25,3.32531980381657,9.06506174395559,1,1000,1000,1000,1000,0,0,1000,1000,0,0,-3,6.545,11.283,15.389,2.98,5.891,5.891,5.891,5.891,5.891,5.891,4.998,4.477,4.153
scenario5_1000_all_0.05,1000,661,0.661,18652,2,36,18.652,22,4,11.3676249058455,129.222896,4,27,23,13.618893995209,2.45822380488387,8.94936940032801,-0.241604793802983,-1.44446544977062,0.609458766129399,6.68543217364868,0.1,0.001470588235294,0,0,0,0.074117647058824,0.036470588235294,0.020588235294118,0.024705882352941,0.036764705882353,0.999050714958599,-0.158936046661237,0.333,0.343,0.372,0.405,0.471,0.669,0.834,1.51285930408472,12.903525459454,25.6491163445774,655.918577681468,119,1,1000,156.739495798319,78,168.56155956935,28412.9993644517,63,325,262,2.2467103636585,7.97383491202489,4,1,995,250,2,430.126144287929,185008.5,1.75,250.25,248.5,1.15469741701329,-0.666669067344525,5,1,996,200,1,398,158404,1,1,0,1.5,0.25,7.161,11.657,15.528,2.353,6.196,6.196,6.196,6.196,6.196,6.196,4.677,4.201,3.899
scenario5_1000_all_0.1,1000,677,0.677,18801,2,36,18.801,22,4,11.3410492900789,128.619399,4,26,22,13.7808274309355,2.45041992800592,9.05085109325339,-0.263384441005494,-1.42323460384181,0.603215216747989,6.68910914183728,0.098235294117647,0.001764705882353,0,0,0,0.068529411764706,0.041764705882353,0.024117647058824,0.019117647058824,0.040588235294118,0.913237114545014,-0.255070407473695,0.314,0.327,0.356,0.39,0.458,0.661,0.83,1.47710487444609,12.0212081868308,25.9544450659443,671.755163329981,137,1,1000,137.233576642336,74,166.45966885213,27708.8213543609,56,322,266,2.28629938385939,8.11150094669439,12,1,981,83.3333333333333,1,270.660714220262,73257.2222222222,1,2,1,3.01495208897939,7.09032393580236,6,1,994,166.666666666667,1,369.994894859675,136896.222222222,1,1.75,0.75,1.78885046341163,1.19999298456982,7.339,11.791,15.606,2.431,6.207,6.207,6.207,6.207,6.207,6.207,4.74,4.264,3.957
scenario5_1000_all_0.15,1000,691,0.691,18831,1,37,18.831,22,4,11.2657196396857,126.916439,4,27,23,13.7890717364255,2.47352451548078,8.85047927858986,-0.275592499159068,-1.37873440317322,0.598253923832282,6.69155651024299,0.088333333333333,0.004166666666667,0,0,0,0.072777777777778,0.042222222222222,0.015833333333333,0.016666666666667,0.037777777777778,0.856574675620032,-0.637347521015992,0.286,0.305,0.343,0.378,0.447,0.654,0.827,1.44717800289436,10.8364250141356,26.2031445276238,685.064964583108,152,1,1000,123.888157894737,61,163.990434145847,26892.8624913435,1,323.5,322.5,2.34220462024688,8.33292417795971,8,1,977,125,2,322.039981989814,103709.75,1,7,6,2.26738646842981,3.14184419730784,9,1,988,111.111111111111,1,310.028473403634,96117.6543209877,1,2,1,2.47482965013029,4.12487507493204,7.574,11.823,15.591,2.423,6.204,6.204,6.204,6.204,6.204,6.204,4.766,4.282,3.973
scenario5_1000_all_0.2,1000,713,0.713,19664,1,37,19.664,22,4,11.1573789036673,124.487104,4,27,23,14.756005099027,2.39842674256315,9.67793376203087,-0.381434282728545,-1.28956378760435,0.567401286801632,6.71039575088482,0.079722222222222,0.005,0,0,0,0.071388888888889,0.044722222222222,0.014722222222222,0.023055555555556,0.039166666666667,0.661927402077429,-0.977939113973076,0.257,0.283,0.322,0.358,0.429,0.643,0.821,1.40252454417952,9.58489603782165,26.5963203693386,706.23008046331,154,1,1002,127.688311688312,74.5,166.792293239714,27819.6690841626,1,254.25,253.25,2.24368119355164,7.58236224063216,13,1,966,76.9230769230769,1,256.685219237781,65887.3017751479,1,2,1,3.17408349264697,8.07812197231974,10,1,986,100,1,295.334725354131,87222.6,1,2,1,2.66661958663574,5.11096440334172,7.83,11.985,15.687,2.457,6.232,6.232,6.232,6.232,6.232,6.232,4.808,4.314,4.01
scenario5_1000_attribute_0.05,1000,657,0.657,18541,4,34,18.541,22,4,11.2068871235504,125.594319,4,26,22,13.5923861852106,2.44559918067574,8.96562617503423,-0.257829778930106,-1.41771024645267,0.604438116797929,6.68850742347643,0.114,0,0,0,0,0.032333333333333,0.093,0.026666666666667,0.008,0.059333333333333,0.933109282274236,-0.586386152375199,0.342,0.349,0.375,0.408,0.474,0.671,0.835,1.5220700152207,13.2935439397896,25.5727940087812,651.979027393711,103,51,1000,180.009708737864,72,170.177434253315,28960.3591290414,63.5,319,255.5,2.23065254276623,7.81101560888987,1,1000,1000,1000,1000,0,0,1000,1000,0,0,-3,1,1000,1000,1000,1000,0,0,1000,1000,0,0,-3,7.083,11.656,15.483,2.343,6.17,6.17,6.17,6.17,6.17,6.17,4.66,4.18,3.869
scenario5_1000_attribute_0.1,1000,672,0.672,19211,4,34,19.211,22,4,11.3090441240628,127.894479,4,27,23,14.2043376707334,2.4330798130842,9.32560309606068,-0.313971796165307,-1.37170239160669,0.588675452816763,6.69754625665149,0.107666666666667,0,0,0,0,0.03,0.097,0.019333333333333,0.006333333333333,0.073,0.833923448181097,-0.989842383356082,0.323,0.333,0.361,0.395,0.462,0.664,0.832,1.48809523809524,12.4121858782667,25.8628326665282,666.924528220427,103,53,1000,186.514563106796,76,171.200890574632,29309.744933547,74,323,249,2.16176719400201,7.26014443024314,1,1000,1000,1000,1000,0,0,1000,1000,0,0,-3,1,1000,1000,1000,1000,0,0,1000,1000,0,0,-3,7.261,11.753,15.587,2.347,6.199,6.199,6.199,6.199,6.199,6.199,4.692,4.209,3.903
scenario5_1000_attribute_0.15,1000,675,0.675,19203,4,34,19.203,22,4,11.2290601120486,126.091791,4,27,23,14.2550075024823,2.42048408399361,9.38544640126782,-0.315476866355971,-1.34580837760826,0.58475551278699,6.70032980167025,0.106333333333333,0,0,0,0,0.036666666666667,0.092666666666667,0.021333333333333,0.004333333333333,0.072,0.767726242784201,-1.04576828664295,0.319,0.33,0.358,0.392,0.46,0.662,0.831,1.48148148148148,12.230897033728,25.9195538068078,669.882489829623,103,57,1000,186.436893203884,75,171.482551401033,29406.265435008,71,337,266,2.14571046408276,7.19261067938355,1,1000,1000,1000,1000,0,0,1000,1000,0,0,-3,1,1000,1000,1000,1000,0,0,1000,1000,0,0,-3,7.298,11.729,15.562,2.335,6.195,6.195,6.195,6.195,6.195,6.195,4.683,4.2,3.891
scenario5_1000_attribute_0.2,1000,637,0.637,18039,4,34,18.039,22,4,11.2285118782499,126.079479,4,26,22,13.1010824965635,2.4601885967858,8.67071769833318,-0.182133999835194,-1.4524406194555,0.622457557417259,6.6784668733781,0.119666666666667,0,0,0,0,0.031,0.097666666666667,0.020666666666667,0.005333333333333,0.059,1.01792936162291,-0.472489646057173,0.359,0.369,0.394,0.426,0.49,0.681,0.84,1.56985871271586,14.1733017465099,25.1779217522887,631.952339360469,103,53,1000,175.135922330097,76,169.207177459353,28631.068903761,58,306,248,2.31387446842629,8.30094754795968,1,1000,1000,1000,1000,0,0,1000,1000,0,0,-3,1,1000,1000,1000,1000,0,0,1000,1000,0,0,-3,6.909,11.501,15.4,2.305,6.155,6.155,6.155,6.155,6.155,6.155,4.627,4.147,3.839
scenario5_1000_early_0.05,1000,648,0.648,18429,4,34,18.429,22,4,11.4169592711895,130.346959,4,26,22,13.3546571686589,2.47603480401679,8.76992846773199,-0.219483919761605,-1.47813074056555,0.619510514471187,6.6789334409504,0.118333333333333,0,0,0,0,0.026666666666667,0.093,0.022666666666667,0.008,0.064666666666667,0.985408082883576,-0.53947643729874,0.335,0.357,0.384,0.416,0.481,0.676,0.838,1.54320987654321,13.1142175065005,25.3699006570691,642.080297752763,103,54,1000,178.922330097087,75,167.976055235366,28215.9551324347,67,321,254,2.32484412372333,8.40762212306884,8,1,975,125,1.5,321.293868600072,103229.75,1,7.75,6.75,2.26711036228258,3.14114085726111,3,1,993,333.333333333333,6,466.45923961502,217584.222222222,3.5,499.5,496,0.70704584778695,-1.5,7.103,11.731,15.543,2.395,6.185,6.185,6.185,6.185,6.185,6.185,4.671,4.189,3.891
scenario5_1000_early_0.1,1000,665,0.665,18516,4,34,18.516,22,4,11.1615296442737,124.579744,4,26,22,13.6220039986134,2.43294498133577,9.01440292394724,-0.236140030481426,-1.38319222617878,0.60280458221396,6.69046075680633,0.112666666666667,0,0,0,0,0.039666666666667,0.094666666666667,0.019666666666667,0.003,0.063666666666667,0.859497685943958,-0.798274174166064,0.306,0.337,0.368,0.401,0.468,0.667,0.833,1.50375939849624,11.8269629887007,25.6635050205266,657.713870545676,103,54,1000,179.766990291262,73,170.901902475023,29207.4602695824,62,305,243,2.22747615477302,7.67136546311591,16,1,958,62.5,1,231.256351264133,53479.5,1,1.25,0.25,3.61269542509458,11.0572424314455,5,1,985,200,4,392.507324772417,154062,2,8,6,1.49986020937914,0.249813057698128,7.347,11.731,15.531,2.424,6.167,6.167,6.167,6.167,6.167,6.167,4.699,4.231,3.925
